no,wpp,node,dl,ml,sl,l,db,mb,sb,b
1,572,1,6,50,10,LS,105,14,26,BT
2,572,2,8,52,14,LS,102,34,13,BT
3,573,1,9,20,11,LS,124,2,40,BT
4,573,2,9,20,1,LS,124,2,39,BT
5,573,3,9,17,42,LS,124,1,40,BT
6,573,4,9,14,59,LS,124,3,60,BT
7,573,5,9,12,23,LS,124,5,11,BT
8,573,6,9,4,25,LS,124,5,0,BT
9,573,7,9,3,53,LS,124,6,4,BT
10,573,8,9,3,30,LS,124,7,4,BT
11,573,9,9,2,15,LS,124,10,46,BT
12,573,10,9,1,13,LS,124,12,38,BT
13,573,11,9,0,35,LS,124,13,57,BT
14,573,12,9,0,12,LS,124,14,59,BT
15,573,13,9,0,3,LS,124,15,33,BT
16,573,14,8,58,15,LS,124,22,33,BT
17,573,15,8,57,58,LS,124,24,3,BT
18,573,16,8,57,53,LS,124,25,29,BT
19,573,17,8,57,53,LS,124,26,50,BT
20,573,18,8,57,53,LS,124,27,26,BT
21,573,19,8,58,0,LS,124,28,35,BT
22,573,20,8,58,11,LS,124,29,31,BT
23,573,21,9,1,26,LS,124,29,8,BT
24,573,22,9,5,18,LS,124,28,35,BT
25,573,23,9,8,6,LS,124,28,33,BT
26,573,24,9,10,20,LS,124,28,30,BT
27,573,25,9,10,28,LS,124,28,34,BT
28,573,26,8,29,32,LS,125,7,1,BT
29,573,27,8,30,21,LS,125,3,18,BT
30,573,28,8,31,42,LS,125,0,9,BT
31,573,29,8,33,2,LS,124,59,39,BT
32,573,30,8,36,51,LS,124,59,1,BT
33,573,31,8,40,31,LS,124,58,54,BT
34,573,32,8,44,6,LS,124,59,6,BT
35,573,33,8,48,1,LS,124,58,5,BT
36,573,34,8,51,49,LS,124,57,31,BT
37,573,35,8,52,35,LS,124,57,50,BT
38,573,36,8,57,19,LS,124,57,4,BT
39,573,37,8,57,21,LS,124,57,1,BT
40,573,38,9,27,37,LS,125,5,20,BT
41,573,39,9,32,44,LS,125,11,17,BT
42,573,40,9,37,4,LS,125,13,52,BT
43,573,41,9,40,20,LS,125,15,48,BT
44,573,42,9,55,38,LS,125,31,7,BT
45,573,43,10,10,38,LS,125,49,9,BT
46,573,44,11,0,55,LS,126,17,42,BT
47,573,45,11,20,20,LS,126,30,1,BT
48,573,46,11,21,0,LS,126,28,0,BT
49,573,47,11,26,0,LS,126,12,0,BT
50,573,48,11,31,0,LS,126,0,0,BT
51,573,49,11,37,0,LS,125,45,0,BT
52,573,50,11,45,0,LS,125,25,0,BT
53,573,51,11,47,0,LS,125,19,60,BT
54,573,52,12,19,0,LS,123,21,0,BT
55,573,53,12,15,32,LS,123,20,55,BT
56,573,54,12,11,41,LS,123,20,32,BT
57,573,55,12,9,24,LS,123,19,43,BT
58,573,56,12,7,30,LS,123,18,58,BT
59,573,57,12,5,9,LS,123,17,39,BT
60,573,58,12,2,56,LS,123,15,46,BT
61,573,59,12,1,30,LS,123,14,4,BT
62,573,60,11,59,54,LS,123,10,53,BT
63,573,61,11,59,24,LS,123,8,41,BT
64,573,62,11,58,32,LS,123,4,56,BT
65,573,63,11,58,40,LS,123,0,44,BT
66,573,64,11,59,16,LS,122,58,45,BT
67,573,65,12,0,19,LS,122,55,37,BT
68,573,66,12,2,29,LS,122,51,28,BT
69,573,67,12,3,34,LS,122,49,37,BT
70,573,68,12,5,35,LS,122,47,22,BT
71,573,69,12,9,4,LS,122,45,2,BT
72,573,70,12,12,28,LS,122,43,58,BT
73,573,71,12,15,10,LS,122,43,48,BT
74,573,72,12,17,57,LS,122,44,16,BT
75,573,73,12,21,11,LS,122,45,35,BT
76,573,74,12,23,25,LS,122,47,14,BT
77,573,75,12,25,40,LS,122,49,45,BT
78,573,76,12,26,39,LS,122,51,33,BT
79,573,77,12,27,35,LS,122,53,55,BT
80,573,78,12,28,18,LS,122,57,18,BT
81,573,79,12,29,17,LS,123,2,6,BT
82,573,80,12,30,0,LS,123,6,0,BT
83,573,81,13,15,0,LS,121,49,0,BT
84,573,82,13,56,0,LS,120,1,0,BT
85,573,83,13,45,31,LS,119,40,56,BT
86,573,84,13,35,51,LS,119,24,46,BT
87,573,85,13,33,4,LS,119,13,13,BT
88,573,86,13,29,35,LS,119,1,52,BT
89,573,87,13,26,33,LS,118,53,29,BT
90,573,88,13,10,45,LS,118,21,35,BT
91,573,89,12,32,32,LS,117,19,6,BT
92,573,90,12,26,25,LS,117,9,42,BT
93,573,91,12,25,49,LS,116,42,57,BT
94,573,92,12,23,15,LS,116,24,11,BT
95,573,93,12,11,58,LS,115,23,33,BT
96,573,94,12,9,49,LS,114,45,29,BT
97,573,95,12,6,8,LS,114,10,31,BT
98,573,96,12,2,18,LS,113,47,24,BT
99,573,97,11,49,4,LS,112,48,58,BT
100,573,98,11,43,59,LS,111,29,43,BT
101,573,99,11,41,16,LS,111,7,17,BT
102,573,100,11,37,55,LS,110,49,7,BT
103,573,101,11,26,45,LS,109,56,45,BT
104,573,102,11,19,42,LS,109,33,19,BT
105,573,103,11,10,25,LS,109,1,26,BT
106,573,104,9,46,50,LS,105,50,55,BT
107,713,6,8,23,0,LS,122,40,56,BT
108,713,7,8,25,48,LS,119,51,27,BT
109,713,8,8,29,17,LS,119,35,29,BT
110,713,9,8,29,30,LS,119,35,16,BT
111,713,10,8,29,44,LS,119,35,1,BT
112,713,11,8,29,46,LS,119,34,38,BT
113,713,12,8,29,47,LS,119,34,20,BT
114,713,13,8,25,38,LS,119,27,18,BT
115,713,14,8,25,51,LS,119,20,7,BT
116,713,15,8,27,13,LS,119,16,22,BT
117,713,16,8,18,52,LS,119,0,15,BT
118,713,17,8,22,25,LS,117,6,18,BT
119,713,18,8,22,20,LS,117,4,56,BT
120,713,19,8,22,24,LS,117,4,15,BT
121,713,20,8,22,39,LS,117,3,34,BT
122,713,21,8,22,32,LS,117,3,12,BT
123,713,22,8,20,51,LS,116,43,6,BT
124,713,23,8,26,49,LS,116,1,55,BT
125,713,24,8,22,41,LS,115,42,39,BT
126,713,25,8,5,53,LS,114,26,9,BT
127,713,26,8,4,6,LS,114,25,41,BT
128,714,91,8,27,51,LS,125,9,46,BT
129,714,92,8,19,9,LS,125,8,25,BT
130,714,93,8,7,56,LS,124,28,19,BT
131,714,94,8,10,38,LS,124,23,4,BT
132,714,95,8,10,58,LS,124,22,13,BT
133,714,96,8,10,50,LS,124,19,9,BT
134,714,97,8,17,35,LS,124,3,31,BT
135,714,98,8,14,59,LS,123,55,27,BT
136,714,99,8,17,56,LS,123,20,43,BT
137,714,100,8,16,12,LS,123,20,1,BT
138,714,101,8,19,31,LS,123,1,11,BT
139,714,102,8,19,22,LS,123,0,46,BT
